# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x08058370	thumb	ZeroLinkPlayerObjectEvent
0x08058378	thumb	ClearLinkPlayerObjectEvents
0x0805838C	thumb	ZeroObjectEvent
0x0805839C	thumb	SpawnLinkPlayerObjectEvent
0x08058448	thumb	InitLinkPlayerObjectEventPos
0x08058488	thumb	SetLinkPlayerObjectRange
0x080584B8	thumb	DestroyLinkPlayerObject
0x08058504	thumb	GetSpriteForLinkedPlayer
0x08058524	thumb	GetLinkPlayerCoords
0x0805854C	thumb	GetLinkPlayerFacingDirection
0x0805856C	thumb	GetLinkPlayerElevation
0x08058590	thumb	GetLinkPlayerObjectStepTimer
0x080585B8	thumb	GetLinkPlayerIdAt
0x08058618	thumb	SetPlayerFacingDirection
0x08058684	thumb	MovementEventModeCB_Normal
0x080586A4	thumb	MovementEventModeCB_Ignored
0x080586A8	thumb	MovementEventModeCB_Normal_2
0x080586C8	thumb	FacingHandler_DoNothing
0x080586CC	thumb	FacingHandler_DpadMovement
0x08058734	thumb	FacingHandler_ForcedFacingChange
0x0805874C	thumb	MovementStatusHandler_EnterFreeMode
0x08058754	thumb	MovementStatusHandler_TryAdvanceScript
0x0805878C	thumb	FlipVerticalAndClearForced
0x080587EC	thumb	LinkPlayerDetectCollision
0x08058878	thumb	CreateLinkPlayerSprite
0x0805890C	thumb	SpriteCB_LinkPlayer
0x080589C4	thumb	GetMapHeaderFromConnection
0x080589D4	thumb	InitMap
0x080589E8	thumb	InitMapFromSavedGame
0x08058A00	thumb	InitMapLayoutData
0x08058A70	thumb	InitBackupMapLayoutData
0x08058AC8	thumb	InitBackupMapLayoutConnections
0x08058B54	thumb	FillConnection
0x08058BB8	thumb	FillSouthConnection
0x08058C20	thumb	FillNorthConnection
0x08058C80	thumb	FillWestConnection
0x08058CE0	thumb	FillEastConnection
0x08058D44	thumb	MapGridGetElevationAt
0x08058DC4	thumb	MapGridGetCollisionAt
0x08058E48	thumb	MapGridGetMetatileIdAt
0x08058F1C	thumb	ExtractMetatileAttribute
0x08058F48	thumb	MapGridGetMetatileAttributeAt
0x08058F78	thumb	MapGridGetMetatileBehaviorAt
0x08058F8C	thumb	MapGridGetMetatileLayerTypeAt
0x08058FA4	thumb	MapGridSetMetatileIdAt
0x08058FEC	thumb	MapGridSetMetatileEntryAt
0x08059024	thumb	MapGridSetMetatileImpassabilityAt
0x08059080	thumb	GetAttributeByMetatileIdAndMapLayout
0x080590D8	thumb	SaveMapView
0x08059158	thumb	SavedMapViewIsEmpty
0x08059198	thumb	ClearSavedMapView
0x080591C4	thumb	LoadSavedMapView
0x08059250	thumb	MoveMapViewToBackup
0x08059334	thumb	GetMapBorderIdAt
0x0805943C	thumb	GetPostCameraMoveMapBorderId
0x08059464	thumb	CanCameraMoveInDirection
0x080594AC	thumb	SetPositionFromConnection
0x08059530	thumb	CameraMove
0x08059600	thumb	GetIncomingConnection
0x08059658	thumb	IsPosInIncomingConnectingMap
0x080596BC	thumb	IsCoordInIncomingConnectingMap
0x080596E8	thumb	IsCoordInConnectingMap
0x080596FC	thumb	IsPosInConnectingMap
0x0805973C	thumb	GetMapConnectionAtPos
0x080597EC	thumb	SetCameraFocusCoords
0x08059808	thumb	GetCameraFocusCoords
0x08059820	thumb	SetCameraCoords
0x08059830	thumb	GetCameraCoords
0x08059844	thumb	CopyTilesetToVram
0x08059888	thumb	CopyTilesetToVramUsingHeap
0x080598CC	thumb	ApplyGlobalTintToPaletteEntries
0x08059948	thumb	ApplyGlobalTintToPaletteSlot
0x080599C8	thumb	LoadTilesetPalette
0x08059A54	thumb	CopyPrimaryTilesetToVram
0x08059A68	thumb	CopySecondaryTilesetToVram
0x08059A7C	thumb	CopySecondaryTilesetToVramUsingHeap
0x08059A90	thumb	LoadPrimaryTilesetPalette
0x08059AA0	thumb	LoadSecondaryTilesetPalette
0x08059AB0	thumb	CopyMapTilesetsToVram
0x08059AD8	thumb	LoadMapTilesetPalettes
0x08059AF0	thumb	MetatileBehavior_IsATile
0x08059AF4	thumb	MetatileBehavior_IsJumpEast
0x08059B08	thumb	MetatileBehavior_IsJumpWest
0x08059B1C	thumb	MetatileBehavior_IsJumpNorth
0x08059B30	thumb	MetatileBehavior_IsJumpSouth
0x08059B44	thumb	MetatileBehavior_IsPokeGrass
0x08059B5C	thumb	MetatileBehavior_IsSand
0x08059B74	thumb	MetatileBehavior_IsSandOrShallowFlowingWater
0x08059B8C	thumb	MetatileBehavior_IsDeepSand
0x08059B90	thumb	MetatileBehavior_IsReflective
0x08059BB4	thumb	MetatileBehavior_IsIce
0x08059BC8	thumb	MetatileBehavior_IsWarpDoor
0x08059BDC	thumb	MetatileBehavior_IsWarpDoor_2
0x08059BF0	thumb	MetatileBehavior_IsEscalator
0x08059C0C	thumb	MetatileBehavior_IsDirectionalUpRightStairWarp
0x08059C20	thumb	MetatileBehavior_IsDirectionalUpLeftStairWarp
0x08059C34	thumb	MetatileBehavior_IsDirectionalDownRightStairWarp
0x08059C48	thumb	MetatileBehavior_IsDirectionalDownLeftStairWarp
0x08059C5C	thumb	MetatileBehavior_IsDirectionalStairWarp
0x08059C78	thumb	MetatileBehavior_IsLadder
0x08059C8C	thumb	MetatileBehavior_IsNonAnimDoor
0x08059CA0	thumb	MetatileBehavior_IsDeepSouthWarp
0x08059CA4	thumb	MetatileBehavior_IsSurfable
0x08059CC8	thumb	MetatileBehavior_IsFastWater
0x08059CDC	thumb	MetatileBehavior_IsEastArrowWarp
0x08059CF0	thumb	MetatileBehavior_IsWestArrowWarp
0x08059D04	thumb	MetatileBehavior_IsNorthArrowWarp
0x08059D18	thumb	MetatileBehavior_IsSouthArrowWarp
0x08059D2C	thumb	MetatileBehavior_IsArrowWarp
0x08059D70	thumb	MetatileBehavior_IsForcedMovementTile
0x08059DAC	thumb	MetatileBehavior_IsIce_2
0x08059DC0	thumb	MetatileBehavior_IsTrickHouseSlipperyFloor
0x08059DD4	thumb	MetatileBehavior_IsWalkNorth
0x08059DE8	thumb	MetatileBehavior_IsWalkSouth
0x08059DFC	thumb	MetatileBehavior_IsWalkWest
0x08059E10	thumb	MetatileBehavior_IsWalkEast
0x08059E24	thumb	MetatileBehavior_IsNorthwardCurrent
0x08059E38	thumb	MetatileBehavior_IsSouthwardCurrent
0x08059E4C	thumb	MetatileBehavior_IsWestwardCurrent
0x08059E60	thumb	MetatileBehavior_IsEastwardCurrent
0x08059E74	thumb	MetatileBehavior_IsSlideNorth
0x08059E88	thumb	MetatileBehavior_IsSlideSouth
0x08059E9C	thumb	MetatileBehavior_IsSlideWest
0x08059EB0	thumb	MetatileBehavior_IsSlideEast
0x08059EC4	thumb	MetatileBehavior_IsCounter
0x08059ED8	thumb	MetatileBehavior_IsPlayerFacingTVScreen
0x08059EF4	thumb	MetatileBehavior_IsPC
0x08059F08	thumb	MetatileBehavior_HasRipples
0x08059F20	thumb	MetatileBehavior_IsPuddle
0x08059F34	thumb	MetatileBehavior_IsTallGrass
0x08059F4C	thumb	MetatileBehavior_IsLongGrass
0x08059F50	thumb	MetatileBehavior_IsAshGrass
0x08059F54	thumb	MetatileBehavior_IsFootprints
0x08059F58	thumb	MetatileBehavior_IsBridge
0x08059F5C	thumb	MetatileBehavior_GetBridgeType
0x08059F60	thumb	MetatileBehavior_IsUnused01
0x08059F74	thumb	MetatileBehavior_UnusedIsTallGrass
0x08059F88	thumb	MetatileBehavior_IsIndoorEncounter
0x08059F9C	thumb	MetatileBehavior_IsMountain
0x08059FB0	thumb	MetatileBehavior_IsDiveable
0x08059FCC	thumb	MetatileBehavior_IsUnableToEmerge
0x08059FE0	thumb	MetatileBehavior_IsShallowFlowingWater
0x08059FF4	thumb	MetatileBehavior_IsThinIce
0x0805A008	thumb	MetatileBehavior_IsCrackedIce
0x0805A01C	thumb	MetatileBehavior_IsDeepWaterTerrain
0x0805A03C	thumb	MetatileBehavior_IsUnusedWater
0x0805A050	thumb	MetatileBehavior_IsSurfableAndNotWaterfall
0x0805A07C	thumb	MetatileBehavior_IsEastBlocked
0x0805A098	thumb	MetatileBehavior_IsWestBlocked
0x0805A0B4	thumb	MetatileBehavior_IsNorthBlocked
0x0805A0D0	thumb	MetatileBehavior_IsSouthBlocked
0x0805A0EC	thumb	MetatileBehavior_IsShortGrass
0x0805A0F0	thumb	MetatileBehavior_IsHotSprings
0x0805A104	thumb	MetatileBehavior_IsWaterfall
0x0805A118	thumb	MetatileBehavior_IsFortreeBridge
0x0805A11C	thumb	MetatileBehavior_IsPacifidlogVerticalLogTop
0x0805A120	thumb	MetatileBehavior_IsPacifidlogVerticalLogBottom
0x0805A124	thumb	MetatileBehavior_IsPacifidlogHorizontalLogLeft
0x0805A128	thumb	MetatileBehavior_IsPacifidlogHorizontalLogRight
0x0805A12C	thumb	MetatileBehavior_IsPacifidlogLog
0x0805A130	thumb	MetatileBehavior_IsTrickHousePuzzleDoor
0x0805A134	thumb	MetatileBehavior_IsRegionMap
0x0805A148	thumb	MetatileBehavior_IsRoulette
0x0805A14C	thumb	MetatileBehavior_IsPokeblockFeeder
0x0805A150	thumb	MetatileBehavior_IsSecretBaseJumpMat
0x0805A154	thumb	MetatileBehavior_IsSecretBaseSpinMat
0x0805A158	thumb	MetatileBehavior_IsLavaridgeB1FWarp
0x0805A15C	thumb	MetatileBehavior_IsLavaridge1FWarp
0x0805A170	thumb	MetatileBehavior_IsWarpPad
0x0805A184	thumb	MetatileBehavior_IsUnionRoomWarp
0x0805A198	thumb	MetatileBehavior_IsWater
0x0805A1C4	thumb	MetatileBehavior_IsFallWarp
0x0805A1D8	thumb	MetatileBehavior_IsCrackedFloor
0x0805A1DC	thumb	MetatileBehavior_IsCyclingRoadPullDownTile
0x0805A1F8	thumb	MetatileBehavior_IsCyclingRoadPullDownTileGrass
0x0805A20C	thumb	MetatileBehavior_IsBumpySlope
0x0805A210	thumb	MetatileBehavior_IsIsolatedVerticalRail
0x0805A214	thumb	MetatileBehavior_IsIsolatedHorizontalRail
0x0805A218	thumb	MetatileBehavior_IsVerticalRail
0x0805A21C	thumb	MetatileBehavior_IsHorizontalRail
0x0805A220	thumb	MetatileBehavior_IsSeaweed
0x0805A234	thumb	MetatileBehavior_IsRunningDisallowed
0x0805A248	thumb	MetatileBehavior_IsPictureBookShelf
0x0805A24C	thumb	MetatileBehavior_IsBookshelf
0x0805A260	thumb	MetatileBehavior_IsPokeMartShelf
0x0805A274	thumb	MetatileBehavior_IsPlayerFacingPokemonCenterSign
0x0805A290	thumb	MetatileBehavior_IsPlayerFacingPokeMartSign
0x0805A2AC	thumb	MetatileBehavior_UnknownDummy1
0x0805A2B0	thumb	MetatileBehavior_UnknownDummy2
0x0805A2B4	thumb	MetatileBehavior_UnknownDummy3
0x0805A2B8	thumb	MetatileBehavior_UnknownDummy4
0x0805A2BC	thumb	TestMetatileAttributeBit
0x0805A2E0	thumb	MetatileBehavior_IsSpinRight
0x0805A2F4	thumb	MetatileBehavior_IsSpinLeft
0x0805A308	thumb	MetatileBehavior_IsSpinUp
0x0805A31C	thumb	MetatileBehavior_IsSpinDown
0x0805A330	thumb	MetatileBehavior_IsStopSpinning
0x0805A344	thumb	MetatileBehavior_IsSpinTile
0x0805A360	thumb	MetatileBehavior_IsSignpost
0x0805A374	thumb	MetatileBehavior_IsCabinet
0x0805A388	thumb	MetatileBehavior_IsKitchen
0x0805A39C	thumb	MetatileBehavior_IsDresser
0x0805A3B0	thumb	MetatileBehavior_IsSnacks
0x0805A3C4	thumb	MetatileBehavior_IsStrengthButton
0x0805A3D8	thumb	MetatileBehavior_IsPlayerFacingCableClubWirelessMonitor
0x0805A3F4	thumb	MetatileBehavior_IsPlayerFacingBattleRecords
0x0805A410	thumb	MetatileBehavior_IsQuestionnaire
0x0805A424	thumb	MetatileBehavior_IsIndigoPlateauSign1
0x0805A438	thumb	MetatileBehavior_IsIndigoPlateauSign2
0x0805A44C	thumb	MetatileBehavior_IsFood
0x0805A460	thumb	MetatileBehavior_IsRockStairs
0x0805A474	thumb	MetatileBehavior_IsBlueprints
0x0805A488	thumb	MetatileBehavior_IsPainting
0x0805A49C	thumb	MetatileBehavior_IsPowerPlantMachine
0x0805A4B0	thumb	MetatileBehavior_IsTelephone
0x0805A4C4	thumb	MetatileBehavior_IsComputer
0x0805A4D8	thumb	MetatileBehavior_IsAdvertisingPoster
0x0805A4EC	thumb	MetatileBehavior_IsTastyFood
0x0805A500	thumb	MetatileBehavior_IsTrashBin
0x0805A514	thumb	MetatileBehavior_IsCup
0x0805A528	thumb	MetatileBehavior_IsPolishedWindow
0x0805A52C	thumb	MetatileBehavior_IsBeautifulSkyWindow
0x0805A530	thumb	MetatileBehavior_IsBlinkingLights
0x0805A544	thumb	MetatileBehavior_IsNeatlyLinedUpTools
0x0805A558	thumb	MetatileBehavior_IsImpressiveMachine
0x0805A56C	thumb	MetatileBehavior_IsVideoGame
0x0805A580	thumb	MetatileBehavior_IsBurglary
0x0805A594	thumb	MetatileBehavior_IsTrainerTowerMonitor
0x0805A5A8	thumb	move_tilemap_camera_to_upper_left_corner_
0x0805A5B8	thumb	tilemap_move_something
0x0805A5D4	thumb	coords8_add
0x0805A5E4	thumb	move_tilemap_camera_to_upper_left_corner
0x0805A5F4	thumb	FieldUpdateBgTilemapScroll
0x0805A658	thumb	FieldCameraGetPixelOffsetAtGround
0x0805A684	thumb	DrawWholeMapView
0x0805A6A8	thumb	DrawWholeMapViewInternal
0x0805A72C	thumb	RedrawMapSlicesForCameraUpdate
0x0805A778	thumb	RedrawMapSliceNorth
0x0805A7D8	thumb	RedrawMapSliceSouth
0x0805A824	thumb	RedrawMapSliceEast
0x0805A87C	thumb	RedrawMapSliceWest
0x0805A8E8	thumb	CurrentMapDrawMetatileAt
0x0805A91C	thumb	DrawDoorMetatileAt
0x0805A948	thumb	DrawMetatileAt
0x0805A9B4	thumb	DrawMetatile
0x0805AAE8	thumb	MapPosToBgTilemapOffset
0x0805AB30	thumb	CameraUpdateCallback
0x0805AB58	thumb	ResetCameraUpdateInfo
0x0805AB70	thumb	InitCameraUpdateCallback
0x0805ABB0	thumb	CameraUpdate
0x0805ACB4	thumb	MoveCameraAndRedrawMap
0x0805ACF0	thumb	CameraUpdateNoObjectRefresh
0x0805ADD4	thumb	SetCameraPanningCallback
0x0805ADE0	thumb	SetCameraPanning
0x0805ADF8	thumb	InstallCameraPanAheadCallback
0x0805AE28	thumb	UpdateCameraPanning
0x0805AE74	thumb	CameraPanningCB_PanAhead
0x0805AF14	thumb	DrawDoor
0x0805AF54	thumb	DrawClosedDoorTiles
0x0805AF80	thumb	CopyDoorTilesToVram
0x0805AF94	thumb	DrawCurrentDoorAnimFrame
0x0805AFE8	thumb	BuildDoorTiles
0x0805B028	thumb	Task_AnimateDoor
0x0805B060	thumb	AnimateDoorFrame
0x0805B0C4	thumb	GetDoorGraphics
0x0805B0E8	thumb	StartDoorAnimationTask
0x0805B14C	thumb	DrawClosedDoor
0x0805B158	thumb	DrawOpenedDoor
0x0805B1A4	thumb	GetLastDoorAnimFrame
0x0805B1B8	thumb	AnimateDoorOpenInternal
0x0805B210	thumb	StartDoorCloseAnimation
0x0805B268	thumb	FieldSetDoorOpened
0x0805B29C	thumb	FieldSetDoorClosed
0x0805B2D0	thumb	FieldAnimateDoorClose
0x0805B310	thumb	FieldAnimateDoorOpen
0x0805B350	thumb	FieldIsDoorAnimationRunning
0x0805B364	thumb	GetDoorSoundEffect
0x0805B388	thumb	GetDoorSoundType
0x0805B3B8	thumb	MovementType_Player
0x0805B3DC	thumb	ObjectEventCB2_NoMovement2
0x0805B3E0	thumb	player_step
0x0805B45C	thumb	TryInterruptObjectEventSpecialAnim
0x0805B4B0	thumb	npc_clear_strange_bits
0x0805B4D4	thumb	MovePlayerAvatarUsingKeypadInput
0x0805B50C	thumb	PlayerAllowForcedMovementIfMovingSameDirection
0x0805B528	thumb	TryUpdatePlayerSpinDirection
0x0805B5A0	thumb	TryDoMetatileBehaviorForcedMovement
0x0805B644	thumb	ForcedMovement_None
0x0805B690	thumb	DoForcedMovement
0x0805B708	thumb	DoForcedMovementInCurrentDirection
0x0805B73C	thumb	ForcedMovement_Slip
0x0805B750	thumb	ForcedMovement_WalkSouth
0x0805B768	thumb	ForcedMovement_WalkNorth
0x0805B780	thumb	ForcedMovement_WalkWest
0x0805B798	thumb	ForcedMovement_WalkEast
0x0805B7B0	thumb	ForcedMovement_SpinRight
0x0805B7CC	thumb	ForcedMovement_SpinLeft
0x0805B7E8	thumb	ForcedMovement_SpinUp
0x0805B804	thumb	ForcedMovement_SpinDown
0x0805B820	thumb	PlaySpinSound
0x0805B82C	thumb	ForcedMovement_PushedSouthByCurrent
0x0805B844	thumb	ForcedMovement_PushedNorthByCurrent
0x0805B85C	thumb	ForcedMovement_PushedWestByCurrent
0x0805B874	thumb	ForcedMovement_PushedEastByCurrent
0x0805B88C	thumb	ForcedMovement_Slide
0x0805B8C4	thumb	ForcedMovement_SlideSouth
0x0805B8DC	thumb	ForcedMovement_SlideNorth
0x0805B8F4	thumb	ForcedMovement_SlideWest
0x0805B90C	thumb	ForcedMovement_SlideEast
0x0805B924	thumb	ForcedMovement_MatJump
0x0805B930	thumb	ForcedMovement_MatSpin
0x0805B93C	thumb	MovePlayerNotOnBike
0x0805B96C	thumb	CheckMovementInputNotOnBike
0x0805B9B0	thumb	PlayerNotOnBikeNotMoving
0x0805B9C4	thumb	PlayerNotOnBikeTurningInPlace
0x0805B9D4	thumb	PlayerNotOnBikeMoving
0x0805BAAC	thumb	PlayerIsMovingOnRockStairs
0x0805BB1C	thumb	CheckForPlayerAvatarCollision
0x0805BBA8	thumb	CheckForObjectEventCollision
0x0805BC60	thumb	CanStopSurfing
0x0805BCC8	thumb	ShouldJumpLedge
0x0805BCEC	thumb	TryPushBoulder
0x0805BDAC	thumb	CheckAcroBikeCollision
0x0805BDEC	thumb	SetPlayerAvatarTransitionFlags
0x0805BE08	thumb	DoPlayerAvatarTransition
0x0805BE5C	thumb	PlayerAvatarTransition_Dummy
0x0805BE60	thumb	PlayerAvatarTransition_Normal
0x0805BE74	thumb	PlayerAvatarTransition_Bike
0x0805BE90	thumb	PlayerAvatarTransition_Surfing
0x0805BEA4	thumb	PlayerAvatarTransition_Underwater
0x0805BEA8	thumb	PlayerAvatarTransition_ReturnToField
0x0805BEB8	thumb	UpdatePlayerAvatarTransitionState
0x0805BEFC	thumb	PlayerAnimIsMultiFrameStationary
0x0805BF58	thumb	PlayerAnimIsMultiFrameStationaryAndStateNotTurning
0x0805BF7C	thumb	PlayerIsAnimActive
0x0805BFA0	thumb	PlayerCheckIfAnimFinishedOrInactive
0x0805BFC4	thumb	PlayerSetCopyableMovement
0x0805BFE0	thumb	PlayerGetCopyableMovement
0x0805BFFC	thumb	PlayerForceSetHeldMovement
0x0805C024	thumb	PlayerSetAnimId
0x0805C06C	thumb	QL_TryRecordPlayerStepWithDuration0
0x0805C0A4	thumb	QL_TryRecordNPCStepWithDuration32
0x0805C0D4	thumb	PlayerWalkSlower
0x0805C0EC	thumb	PlayerWalkSlow
0x0805C104	thumb	PlayerWalkNormal
0x0805C11C	thumb	PlayerWalkFast
0x0805C134	thumb	PlayerGlide
0x0805C14C	thumb	PlayerRideWaterCurrent
0x0805C164	thumb	PlayerWalkFaster
0x0805C17C	thumb	PlayerRun
0x0805C194	thumb	PlayerRunSlow
0x0805C1AC	thumb	PlayerOnBikeCollide
0x0805C1D0	thumb	PlayerNotOnBikeCollide
0x0805C1F4	thumb	PlayerFaceDirection
0x0805C20C	thumb	PlayerFaceDirectionFast
0x0805C224	thumb	PlayerTurnInPlace
0x0805C23C	thumb	PlayerJumpLedge
0x0805C260	thumb	PlayerShakeHeadOrWalkInPlace
0x0805C270	thumb	HandleEnforcedLookDirectionOnPlayerStopMoving
0x0805C2B4	thumb	PlayerGoSpin
0x0805C2CC	thumb	PlayerApplyTileForcedMovement
0x0805C30C	thumb	PlayerIdleWheelie
0x0805C324	thumb	PlayerStartWheelie
0x0805C33C	thumb	PlayerEndWheelie
0x0805C354	thumb	PlayerStandingHoppingWheelie
0x0805C378	thumb	PlayerMovingHoppingWheelie
0x0805C39C	thumb	PlayerLedgeHoppingWheelie
0x0805C3C0	thumb	PlayerAcroTurnJump
0x0805C3E4	thumb	PlayerAcroWheelieCollide
0x0805C408	thumb	PlayerAcroPopWheelie
0x0805C420	thumb	PlayerAcroWheelieMove
0x0805C438	thumb	PlayCollisionSoundIfNotFacingWarp
0x0805C4F4	thumb	GetXYCoordsOneStepInFrontOfPlayer
0x0805C538	thumb	PlayerGetDestCoords
0x0805C568	thumb	player_get_pos_including_state_based_drift
0x0805C6C4	thumb	GetPlayerFacingDirection
0x0805C6E4	thumb	GetPlayerMovementDirection
0x0805C700	thumb	PlayerGetElevation
0x0805C71C	thumb	MovePlayerToMapCoords
0x0805C74C	thumb	TestPlayerAvatarFlags
0x0805C75C	thumb	GetPlayerAvatarFlags
0x0805C768	thumb	GetPlayerAvatarObjectId
0x0805C774	thumb	CancelPlayerForcedMovement
0x0805C780	thumb	StopPlayerAvatar
0x0805C7C8	thumb	GetRivalAvatarGraphicsIdByStateIdAndGender
0x0805C7E0	thumb	GetPlayerAvatarGraphicsIdByStateIdAndGender
0x0805C7F8	thumb	GetRSAvatarGraphicsIdByGender
0x0805C808	thumb	GetPlayerAvatarGraphicsIdByStateId
0x0805C824	thumb	GetPlayerAvatarGenderByGraphicsId
0x0805C83C	thumb	PartyHasMonWithSurf
0x0805C88C	thumb	IsPlayerSurfingNorth
0x0805C8B0	thumb	IsPlayerFacingSurfableFishableWater
0x0805C938	thumb	MetatileAtCoordsIsWaterTile
0x0805C95C	thumb	ClearPlayerAvatarInfo
0x0805C970	thumb	SetPlayerAvatarStateMask
0x0805C988	thumb	GetPlayerAvatarStateTransitionByGraphicsId
0x0805C9C8	thumb	GetPlayerAvatarGraphicsIdByCurrentState
0x0805CA0C	thumb	SetPlayerAvatarExtraStateTransition
0x0805CA3C	thumb	InitPlayerAvatar
0x0805CB04	thumb	SetPlayerInvisibility
0x0805CB70	thumb	StartPlayerAvatarSummonMonForFieldMoveAnim
0x0805CBB8	thumb	GetPlayerAvatarVsSeekerGfxId
0x0805CBE8	thumb	StartPlayerAvatarVsSeekerAnim
0x0805CC2C	thumb	StartPlayerAvatarFishAnim
0x0805CC38	thumb	PlayerUseAcroBikeOnBumpySlope
0x0805CC3C	thumb	SetPlayerAvatarWatering
0x0805CC40	thumb	HandleWarpArrowSpriteHideShow
0x0805CCD0	thumb	StartStrengthAnim
0x0805CD0C	thumb	Task_BumpBoulder
0x0805CD64	thumb	DoBoulderInit
0x0805CD84	thumb	DoBoulderDust
0x0805CE20	thumb	DoBoulderFinish
0x0805CE80	thumb	DoPlayerMatJump
0x0805CEA0	thumb	DoPlayerAvatarSecretBaseMatJump
0x0805CEEC	thumb	PlayerAvatar_DoSecretBaseMatJump
0x0805CF58	thumb	DoPlayerMatSpin
0x0805CF78	thumb	PlayerAvatar_DoSecretBaseMatSpin
0x0805CFC4	thumb	PlayerAvatar_SecretBaseMatSpinStep0
0x0805CFEC	thumb	PlayerAvatar_SecretBaseMatSpinStep1
0x0805D064	thumb	PlayerAvatar_SecretBaseMatSpinStep2
0x0805D0A4	thumb	PlayerAvatar_SecretBaseMatSpinStep3
0x0805D0F8	thumb	CreateStopSurfingTask
0x0805D154	thumb	CreateStopSurfingTask_NoMusicChange
0x0805D1A8	thumb	SeafoamIslandsB4F_CurrentDumpsPlayerOnLand
0x0805D1D4	thumb	Task_StopSurfingInit
0x0805D240	thumb	Task_WaitStopSurfing
0x0805D2C0	thumb	StartFishing
0x0805D304	thumb	Task_Fishing
0x0805D33C	thumb	Fishing1
0x0805D35C	thumb	Fishing2
0x0805D3F4	thumb	Fishing3
0x0805D430	thumb	Fishing4
0x0805D47C	thumb	Fishing5
0x0805D508	thumb	Fishing6
0x0805D574	thumb	Fishing7
0x0805D580	thumb	Fishing8
0x0805D5EC	thumb	Fishing9
0x0805D66C	thumb	Fishing10
0x0805D6C8	thumb	Fishing11
0x0805D7C0	thumb	Fishing12
0x0805D838	thumb	Fishing13
0x0805D8AC	thumb	Fishing14
0x0805D8D8	thumb	Fishing15
0x0805D980	thumb	Fishing16
0x0805D9C4	thumb	AlignFishingAnimationFrames
0x0805DAB0	thumb	StartTeleportWarpOutPlayerAnim
0x0805DAD0	thumb	WaitTeleportWarpOutPlayerAnim
0x0805DAE4	thumb	SavePlayerFacingDirectionForTeleport
0x0805DAF0	thumb	GetTeleportSavedFacingDirection
0x0805DB04	thumb	Task_TeleportWarpOutPlayerAnim
0x0805DC04	thumb	StartTeleportInPlayerAnim
0x0805DC24	thumb	WaitTeleportInPlayerAnim
0x0805DC38	thumb	Task_TeleportWarpInPlayerAnim
0x0805DDC8	thumb	TeleportAnim_RotatePlayer
0x0805DE2C	thumb	ClearObjectEvent
0x0805DE4C	thumb	ClearAllObjectEvents
0x0805DE74	thumb	ResetObjectEvents
0x0805DE8C	thumb	CreateReflectionEffectSprites
0x0805DF30	thumb	GetFirstInactiveObjectEventId
0x0805DF60	thumb	GetObjectEventIdByLocalIdAndMap
0x0805DF84	thumb	TryGetObjectEventIdByLocalIdAndMap
0x0805DFB0	thumb	GetObjectEventIdByXY
0x0805DFF4	thumb	GetObjectEventIdByLocalIdAndMapInternal
0x0805E044	thumb	GetObjectEventIdByLocalId
0x0805E080	thumb	InitObjectEventStateFromTemplate
0x0805E238	thumb	ShouldInitObjectEventStateFromTemplate
0x0805E27C	thumb	TemplateIsObstacleAndWithinView
0x0805E2E8	thumb	TemplateIsObstacleAndVisibleFromConnectingMap
0x0805E384	thumb	SetHideObstacleFlag
0x0805E3A0	thumb	Unref_TryInitLocalObjectEvent
0x0805E414	thumb	GetAvailableObjectEventId
0x0805E4B4	thumb	RemoveObjectEvent
0x0805E4C8	thumb	RemoveObjectEventByLocalIdAndMap
0x0805E510	thumb	RemoveObjectEventInternal
0x0805E55C	thumb	Unref_RemoveAllObjectEventsExceptPlayer
0x0805E590	thumb	TrySetupObjectEventSprite
0x0805E72C	thumb	TrySpawnObjectEventTemplate
0x0805E7F4	thumb	SpawnSpecialObjectEvent
0x0805E830	thumb	SpawnSpecialObjectEventParameterized
0x0805E898	thumb	TrySpawnObjectEvent
0x0805E8E8	thumb	CopyObjectGraphicsInfoToSpriteTemplate
0x0805E940	thumb	CopyObjectGraphicsInfoToSpriteTemplate_WithMovementType
0x0805E960	thumb	MakeObjectTemplateFromObjectEventTemplate
0x0805E978	thumb	CreateObjectGraphicsSprite
0x0805E9F8	thumb	CreateVirtualObject
0x0805EB44	thumb	CreateFameCheckerObject
0x0805EC30	thumb	TrySpawnObjectEvents
0x0805ED10	thumb	RemoveObjectEventsOutsideView
0x0805ED70	thumb	RemoveObjectEventIfOutsideView
0x0805EDF0	thumb	SpawnObjectEventsOnReturnToField
0x0805EE3C	thumb	SpawnObjectEventOnReturnToField
0x0805EFF4	thumb	ResetObjectEventFldEffData
0x0805F02C	thumb	SetPlayerAvatarObjectEventIdAndObjectId
0x0805F060	thumb	ObjectEventSetGraphicsId
0x0805F1D8	thumb	ObjectEventSetGraphicsIdByLocalIdAndMap
0x0805F218	thumb	ObjectEventTurn
0x0805F268	thumb	ObjectEventTurnByLocalIdAndMap
0x0805F2A8	thumb	PlayerObjectTurn
0x0805F2C8	thumb	GetObjectEventGraphicsInfo
0x0805F2F8	thumb	SetObjectEventDynamicGraphicsId
0x0805F314	thumb	SetObjectInvisibility
0x0805F364	thumb	ObjectEventGetLocalIdAndMap
0x0805F378	thumb	EnableObjectGroundEffectsByXY
0x0805F3A8	thumb	SetObjectSubpriority
